"indicator"
8
18
16
9
50
25
7
15
46
3
25
31
12
15
34
46
13
22
38
28
30
21
15
37
22
9
33
9
12
11
13
22
13
28
21
8
13
14
6
22
10
11
16
15
17
24
12
23
20
18
9
23
7
8
25
4
41
37
7
11
43
32
15
6
29
5
23
5
11
13
11
12
18
4
21
12
47
26
43
40
22
38
11
19
28
35
22
15
52
39
5
10
6
30
14
11
18
9
28
6
28
6
5
24
30
7
50
20
26
19
42
27
5
38
14
22
41
39
6
23
35
18
6
7
8
12
9
18
22
6
12
19
19
11
23
5
15
38
25
6
24
25
15
44
26
15
11
42
13
13
28
10
19
8
30
7
20
9
18
22
11
32
22
43
43
8
44
31
27
15
31
38
17
21
22
16
32
27
18
20
53
2
12
21
30
11
27
32
20
7
22
38
25
21
39
17
29
15
17
40
33
23
22
8
22
6
8
8
18
9
10
10
15
13
18
30
22
13
10
26
35
12
13
36
23
26
17
12
8
25
21
18
25
30
26
15
6
24
17
15
6
38
29
13
17
30
8
14
30
26
13
46
24
15
28
15
7
9
32
7
23
9
14
20
16
10
14
46
37
7
20
8
7
15
28
11
9
9
24
11
26
15
9
35
17
26
21
17
19
34
42
7
16
9
18
45
26
24
30
17
22
27
30
13
15
15
33
12
18
27
45
42
13
16
38
12
8
13
1
36
6
40
18
24
26
45
41
11
6
26
10
14
22
14
14
40
45
31
38
13
46
23
4
47
9
5
17
12
15
31
9
25
26
6
17
17
25
16
38
5
37
27
34
7
22
11
9
14
6
23
27
22
23
10
22
20
22
4
17
29
16
6
6
4
15
15
12
22
25
22
11
5
19
21
5
22
33
6
11
12
39
17
20
29
8
17
7
6
19
18
41
32
22
4
11
15
33
12
15
18
45
26
14
8
17
5
13
21
16
6
31
38
28
12
22
7
33
15
22
8
14
10
25
21
30
16
13
22
15
19
7
32
12
10
9
26
23
25
14
33
23
27
18
4
27
18
11
8
6
13
19
6
21
20
27
10
6
11
26
27
6
6
29
29
42
6
32
13
32
22
24
25
48
37
47
16
9
13
30
24
27
16
15
27
16
31
9
15
14
31
6
38
34
7
27
25
17
23
9
28
22
9
9
16
29
16
25
15
28
15
6
6
9
12
15
7
35
30
30
28
35
25
13
17
7
32
22
8
27
28
27
25
16
1
34
6
15
11
10
29
11
9
14
10
11
7
13
30
37
32
15
16
18
7
25
33
8
18
45
12
22
16
19
21
16
12
25
29
11
41
23
7
1
40
13
10
36
32
11
28
17
14
18
11
10
27
8
23
17
5
9
12
30
9
30
8
36
7
5
6
27
26
23
13
9
5
25
23
22
23
14
2
12
15
39
32
15
27
17
16
29
1
17
24
5
28
14
21
45
21
6
25
15
15
20
40
9
10
13
28
20
13
29
9
38
36
5
25
19
11
17
11
10
9
25
5
9
13
43
6
24
4
12
35
43
10
28
22
21
36
18
37
19
22
23
18
40
29
32
13
29
36
10
24
16
29
8
20
27
23
7
28
20
2
14
6
15
13
14
25
10
9
39
13
39
3
15
14
11
13
20
34
33
14
37
19
22
19
13
6
29
33
27
26
41
14
18
10
9
33
29
13
41
26
6
12
24
42
18
27
26
6
26
15
26
9
23
7
23
10
6
43
7
5
42
17
9
13
32
41
22
7
21
32
20
6
11
5
13
23
13
16
5
4
6
11
21
34
25
36
8
13
40
9
8
23
35
31
13
33
23
32
2
16
31
9
25
21
10
16
14
30
22
30
32
34
24
30
24
7
35
29
6
10
16
15
12
13
15
23
30
29
21
16
13
14
34
22
38
24
28
18
22
3
11
28
55
16
28
28
47
20
11
7
23
35
9
5
6
36
16
25
36
21
26
8
10
24
26
25
7
9
25
4
21
11
13
36
10
28
35
22
7
28
32
40
10
33
34
8
3
25
57
25
12
8
12
36
13
22
22
6
20
21
36
21
25
9
33
14
14
18
11
20
2
10
48
20
27
13
46
23
24
31
4
12
18
11
27
11
29
21
28
31
11
45
12
13
12
15
37
14
15
10
10
14
11
18
20
23
14
22
12
23
43
36
21
13
13
9
17
38
6
7
19
5
2
31
7
15
13
24
22
24
8
13
11
21
17
9
32
28
31
9
15
20
