"indicator"
9
32
7
23
14
36
11
43
18
40
37
14
15
10
36
34
36
31
35
23
20
39
36
5
46
19
24
29
39
34
15
25
17
18
30
25
18
13
23
21
20
29
24
25
22
42
13
22
46
26
16
43
20
20
28
28
12
41
14
33
14
37
21
44
16
32
49
24
17
51
23
28
35
17
26
22
15
42
21
17
5
45
14
30
23
54
15
31
16
18
14
44
35
12
32
47
32
11
20
2
27
31
24
13
14
10
16
15
25
23
13
18
13
22
45
12
12
47
36
39
16
15
11
20
20
15
33
10
19
13
10
40
15
41
19
32
23
32
26
23
21
22
48
17
12
17
39
39
18
9
19
19
19
32
18
19
11
51
64
20
28
11
12
39
27
13
24
12
14
15
10
13
19
27
23
26
2
48
16
27
42
17
20
19
31
46
19
17
21
35
5
14
47
28
16
16
23
32
34
31
42
22
19
13
44
22
37
19
59
17
18
12
30
22
32
20
18
18
17
22
41
46
22
29
14
36
36
29
26
23
35
7
26
13
15
27
9
36
17
58
31
14
20
20
20
36
22
36
29
24
47
35
12
35
7
20
21
42
20
24
48
9
13
21
3
28
11
19
34
14
36
36
23
37
22
32
27
35
14
16
14
27
16
30
25
34
18
27
20
27
6
46
19
15
29
11
38
25
19
32
9
43
15
18
12
23
21
21
16
23
20
10
31
15
12
46
24
14
21
19
15
26
32
16
10
43
37
22
17
31
38
25
10
22
22
10
43
48
15
22
29
32
21
15
18
35
10
22
18
26
29
35
34
25
24
32
23
25
18
44
27
17
22
49
17
14
26
23
30
26
34
43
26
45
18
30
33
15
30
49
14
14
16
15
35
26
21
4
20
22
20
19
20
19
36
16
36
15
46
39
35
31
11
10
35
31
44
22
17
15
27
18
19
46
18
14
3
31
28
30
36
21
26
44
37
23
19
24
41
31
9
36
16
27
20
31
14
41
30
32
22
37
12
39
33
27
23
5
17
17
30
27
35
28
11
24
34
16
15
38
16
39
30
24
18
27
30
28
14
52
14
9
19
12
1
55
37
22
14
25
21
32
40
16
27
30
13
32
16
31
34
24
23
18
30
24
30
38
13
21
36
10
26
19
29
26
10
7
13
16
53
10
18
38
19
11
14
17
13
14
31
14
53
14
30
24
28
22
25
21
31
14
15
48
2
12
22
33
27
8
20
20
34
12
32
20
18
44
36
5
52
38
30
13
12
30
15
35
23
19
36
17
33
17
32
38
41
21
26
17
29
31
15
28
10
24
36
52
29
19
20
20
17
20
17
21
16
15
46
13
13
24
13
13
16
1
42
16
28
14
11
43
51
13
34
31
22
26
50
28
9
34
30
19
50
12
40
34
9
33
13
24
19
28
14
20
38
15
19
52
32
26
30
6
53
56
12
16
37
52
25
51
29
21
21
38
27
25
22
42
28
39
20
44
29
20
44
33
22
15
14
16
26
29
14
40
26
35
51
22
10
16
37
39
17
10
11
9
38
24
33
49
15
24
48
34
17
31
25
24
17
19
38
25
27
12
39
13
13
46
34
18
29
7
43
14
16
17
24
10
20
43
13
49
30
10
19
15
41
18
26
28
35
19
39
13
37
49
12
17
2
38
47
12
24
19
21
54
15
32
15
37
18
21
16
17
13
20
13
15
16
33
24
28
38
9
25
54
35
16
27
9
42
31
31
24
34
19
22
34
22
25
13
34
23
14
23
32
11
16
17
17
44
36
49
9
14
32
30
30
19
39
23
13
15
10
6
2
32
39
29
42
17
31
14
18
12
13
51
17
14
31
51
38
19
34
22
12
44
20
16
18
23
17
9
22
24
16
13
25
35
20
21
20
20
35
17
12
18
37
36
16
37
20
33
18
12
37
32
44
6
51
30
22
15
19
50
16
43
14
53
45
14
1
14
15
34
25
31
26
41
13
18
29
52
17
21
19
22
3
16
14
24
21
37
13
40
34
53
18
14
15
6
32
10
45
21
26
12
38
19
29
11
15
16
31
26
30
10
31
33
29
15
19
20
18
39
43
22
26
40
17
42
31
20
34
35
32
33
15
12
24
41
14
15
47
11
15
24
13
16
49
42
33
23
26
18
40
14
2
16
38
50
24
52
28
21
19
25
20
27
33
22
23
17
33
20
5
28
35
36
22
31
13
35
33
29
10
48
10
3
16
21
28
21
33
40
1
14
19
16
30
33
14
13
35
39
40
19
36
21
22
22
23
11
34
12
23
15
32
23
2
42
10
18
34
25
24
17
20
15
14
11
32
18
15
34
14
35
14
44
14
9
21
25
56
15
9
37
16
20
18
29
30
28
12
16
11
24
31
15
37
14
57
18
15
47
35
36
51
13
40
12
20
28
20
38
22
26
28
39
30
24
19
45
17
27
5
37
14
28
30
27
29
32
21
45
12
30
15
15
32
39
27
17
15
44
18
29
20
23
33
43
27
47
15
24
16
23
31
26
47
18
21
28
7
8
28
24
12
36
18
20
33
23
14
12
12
17
27
17
29
12
23
21
27
12
38
17
28
38
20
26
15
21
43
9
16
8
52
19
31
41
29
21
14
22
29
39
18
20
43
37
10
11
16
19
41
33
46
29
31
36
33
24
32
30
20
34
46
25
22
14
17
18
43
38
37
19
38
33
15
22
14
17
19
2
19
21
26
11
33
22
29
32
10
21
13
28
22
36
14
35
24
37
35
28
28
28
42
41
37
33
36
36
31
26
11
29
28
24
7
16
32
40
35
13
6
30
35
32
21
28
45
36
30
42
21
20
17
20
51
21
22
45
28
5
27
11
14
22
39
48
22
17
13
29
22
23
27
27
38
25
28
34
20
19
63
14
60
32
15
38
18
14
22
22
32
19
28
15
4
51
46
36
40
26
51
15
24
14
39
33
30
38
19
31
16
47
23
26
30
8
44
41
25
36
18
15
17
15
49
29
28
16
46
25
20
5
20
22
16
14
38
23
17
20
16
18
4
26
16
25
10
28
49
19
44
18
36
53
16
28
14
15
45
29
28
25
19
53
16
21
13
11
24
50
7
19
37
29
28
29
31
16
30
14
19
17
32
27
11
43
18
36
14
42
44
38
17
18
14
15
5
27
18
19
24
35
44
34
18
39
23
46
31
17
14
26
18
34
3
11
13
27
30
40
31
26
17
43
29
9
15
13
30
21
17
26
30
10
29
10
52
13
28
20
36
11
44
17
10
40
15
21
26
35
19
30
29
34
25
50
42
46
35
24
38
35
12
23
19
29
14
28
43
10
22
18
20
35
33
27
36
16
12
26
22
17
11
11
9
32
14
28
20
28
16
21
37
15
42
8
32
47
11
21
30
33
19
36
44
27
31
14
19
31
19
11
35
33
11
7
19
19
23
8
35
29
18
41
49
26
33
16
24
44
40
16
41
11
14
35
23
25
36
26
5
22
41
22
29
13
25
19
10
25
17
19
11
36
21
35
19
41
10
32
12
16
24
19
22
10
22
21
33
7
19
29
26
20
35
32
50
33
38
46
21
34
15
15
17
26
13
15
41
22
30
40
35
25
30
40
24
21
17
39
34
30
11
13
23
14
36
11
24
21
34
15
10
36
33
26
34
10
23
24
55
6
38
37
26
23
21
15
24
34
10
49
13
43
28
20
30
27
9
54
28
22
23
4
23
19
20
39
15
45
32
41
22
16
25
38
23
15
41
18
12
32
30
16
15
23
25
19
14
41
40
16
35
52
10
37
15
7
17
42
18
44
21
34
18
53
21
22
18
35
48
24
20
38
26
18
27
37
27
15
27
17
45
35
11
26
16
31
17
26
4
9
34
27
27
49
18
35
24
26
41
20
11
25
27
28
40
17
6
19
10
15
34
13
39
18
10
10
55
40
3
14
45
11
39
47
36
32
31
32
6
9
11
41
19
13
23
36
8
14
29
25
16
37
50
27
17
27
11
12
26
23
12
25
18
33
34
25
6
44
10
19
14
22
21
53
3
24
27
15
37
16
17
20
31
48
1
27
11
25
34
30
32
37
11
10
11
31
31
37
24
22
12
37
18
41
34
16
15
3
16
31
28
42
20
43
32
38
48
43
11
39
29
34
15
18
48
30
10
16
13
21
47
11
38
24
25
24
13
11
16
12
26
27
3
36
36
15
40
14
23
16
26
38
8
37
19
30
19
36
6
16
13
23
17
22
16
29
34
35
22
15
55
27
32
3
26
18
22
17
32
23
39
15
46
41
42
30
14
32
45
54
16
45
20
13
40
12
22
29
38
15
34
27
17
38
23
12
16
27
6
36
17
16
27
21
36
11
36
18
45
28
9
20
49
22
19
36
42
35
11
20
13
28
16
24
14
13
24
17
21
20
12
13
2
35
17
15
34
40
14
29
17
40
19
15
15
19
24
18
11
42
15
38
19
16
9
36
25
19
24
24
24
12
45
18
1
26
15
24
14
17
18
12
28
50
18
17
27
38
21
17
36
14
19
16
15
2
10
29
37
24
12
22
31
30
28
11
47
11
42
49
36
26
44
10
42
30
15
18
20
27
62
17
45
24
42
17
47
6
11
24
32
35
21
10
20
34
25
40
28
19
42
27
30
15
44
29
16
11
33
15
14
23
27
22
32
16
21
25
29
41
24
40
34
17
11
32
23
10
38
24
14
14
29
41
19
52
21
21
12
31
15
49
29
31
31
15
46
29
33
26
3
23
26
29
30
2
36
28
31
41
16
17
18
24
32
19
47
36
22
33
37
33
20
19
22
28
29
37
12
19
35
9
20
32
15
26
48
40
34
38
47
14
15
19
18
12
18
19
17
13
33
18
4
20
35
31
16
23
7
26
30
11
24
17
26
22
34
19
28
36
25
30
20
10
38
28
48
27
48
15
22
43
46
48
19
54
29
7
44
22
13
25
11
29
34
39
38
24
11
26
25
40
11
29
37
24
17
28
14
11
19
8
21
8
14
17
32
34
16
15
36
38
14
33
36
18
18
27
28
29
17
24
11
32
22
17
47
20
14
32
30
39
35
47
14
31
24
25
15
16
13
13
30
49
17
14
14
40
19
11
20
20
18
42
30
44
14
38
38
28
45
37
21
35
14
42
19
47
22
12
27
38
29
16
15
36
9
28
18
46
32
23
47
32
32
30
38
25
50
23
9
14
38
19
17
22
20
32
30
16
21
38
24
24
9
4
37
33
18
28
32
14
17
21
14
27
36
25
31
26
50
19
35
17
26
15
18
16
32
43
22
27
24
24
19
24
28
31
4
30
26
40
26
45
12
31
48
22
9
35
19
30
19
35
18
23
25
22
10
13
3
7
17
1
12
40
19
18
28
25
14
5
35
11
27
34
21
12
26
9
31
46
11
28
18
35
29
31
31
36
24
22
13
46
52
22
13
12
36
34
30
13
31
18
22
10
46
17
19
21
18
24
22
30
41
28
36
26
26
9
15
37
31
12
36
17
25
18
16
11
42
6
9
15
40
19
18
32
32
46
11
21
10
49
33
2
18
28
29
26
35
16
22
23
26
18
32
16
38
22
21
30
30
19
30
24
4
25
33
33
43
20
28
26
11
35
26
13
29
27
7
24
19
20
22
18
26
55
37
29
15
17
20
27
40
28
26
18
32
23
24
27
23
19
21
22
10
54
23
48
20
23
15
35
6
17
35
25
33
16
36
9
12
23
27
14
10
14
42
36
39
36
14
42
30
28
17
27
2
21
15
14
33
28
16
32
19
16
26
13
10
45
22
39
16
30
32
34
38
23
19
19
13
35
37
51
43
22
17
26
21
5
7
24
37
5
29
40
34
12
38
29
30
17
38
25
25
41
11
23
30
17
16
36
54
15
22
15
21
22
12
32
12
34
16
21
11
9
39
33
25
39
19
22
37
48
44
52
31
32
17
28
29
25
24
50
36
32
40
22
22
10
41
23
15
31
35
11
24
35
11
32
3
19
11
45
28
22
53
20
7
16
29
18
20
24
20
21
30
7
28
29
29
19
46
11
10
11
28
22
12
47
27
31
18
36
48
50
23
47
11
24
15
38
14
11
19
11
20
31
28
46
19
17
52
19
39
15
42
29
30
15
8
3
10
26
34
30
14
28
19
17
21
50
31
26
32
26
44
9
19
7
37
35
33
42
29
36
9
23
32
16
31
37
20
40
20
15
41
19
17
34
34
13
37
24
25
23
14
43
12
22
30
12
29
29
18
39
38
16
18
20
31
20
28
20
15
31
21
15
12
15
23
40
21
33
35
32
23
35
29
30
21
29
21
38
19
31
25
20
27
26
12
29
14
42
11
17
19
27
24
45
10
15
23
41
51
34
34
29
44
12
15
21
27
26
41
30
38
22
25
37
32
22
59
36
43
26
10
13
15
18
22
56
28
16
27
12
20
30
33
42
30
30
5
10
20
19
26
18
25
12
16
37
12
16
42
49
13
35
16
10
37
2
15
31
41
15
15
35
15
32
16
39
26
30
14
17
37
39
11
17
20
31
41
28
17
23
8
18
16
49
19
15
22
10
19
32
32
23
28
20
44
51
11
9
22
19
21
22
14
8
25
30
39
31
30
31
23
32
11
15
33
8
39
13
52
20
51
19
21
42
20
40
35
49
17
30
24
24
15
11
25
14
35
27
47
25
31
28
39
18
25
33
24
16
5
48
54
39
42
17
17
13
34
15
41
30
13
22
38
17
38
26
24
17
10
13
35
14
46
9
22
13
32
20
11
1
12
31
27
27
24
18
13
49
35
33
34
39
39
19
16
32
26
26
34
33
14
53
23
17
31
21
35
33
24
41
31
37
27
28
37
35
39
24
30
27
26
29
22
42
27
27
38
28
42
31
17
43
9
48
34
23
10
43
46
2
27
57
20
18
50
16
30
36
41
38
12
31
29
15
50
49
31
11
21
25
19
18
23
12
27
13
17
20
23
21
11
21
35
28
23
25
20
26
30
36
11
12
12
23
14
21
40
19
33
46
15
57
39
24
31
35
16
16
37
41
11
16
15
15
11
9
3
46
23
40
23
16
23
13
42
18
27
30
42
34
38
15
21
24
25
29
14
51
9
16
16
39
21
6
23
38
31
34
27
17
23
20
14
26
15
28
9
35
29
14
4
14
45
39
21
21
14
28
17
12
31
17
20
25
23
32
44
11
19
40
54
26
32
27
20
17
13
44
35
41
26
11
29
24
50
32
37
33
17
37
42
33
18
27
24
28
19
17
31
22
28
26
14
54
32
42
23
19
42
6
26
47
13
8
21
33
19
31
8
27
10
13
14
11
23
17
50
19
29
22
35
13
27
19
48
25
50
8
29
31
26
11
18
16
28
21
14
22
5
31
25
3
41
21
16
26
15
25
19
19
29
30
15
7
15
31
12
48
23
22
16
1
31
30
14
18
17
39
42
20
14
39
37
48
35
51
13
23
14
15
20
20
37
12
31
25
30
11
33
21
11
23
44
41
26
29
18
43
31
33
4
40
22
23
32
27
33
36
20
45
11
28
29
11
18
15
15
28
26
29
33
11
44
41
8
38
10
21
31
28
16
20
36
32
28
31
45
28
15
14
22
21
14
25
27
15
18
40
33
23
35
37
23
40
15
30
26
36
16
16
36
22
18
19
31
21
11
12
12
38
21
4
23
38
27
41
17
15
45
32
39
31
1
15
10
13
24
12
32
32
3
19
29
27
8
26
17
37
24
29
22
15
17
17
17
9
28
22
24
15
32
37
16
25
24
15
34
17
14
28
25
34
21
37
43
26
9
44
13
35
16
46
39
19
44
19
22
40
22
14
18
46
13
27
19
9
16
28
38
13
24
26
26
19
18
44
54
35
16
22
33
27
1
30
15
26
38
35
24
15
23
31
18
14
29
29
22
27
29
10
17
41
40
9
32
20
38
16
21
31
13
15
20
42
12
16
15
13
18
29
17
15
3
26
48
41
27
25
18
6
24
18
45
20
2
30
26
17
16
12
12
14
35
10
46
20
29
16
49
13
25
31
53
12
30
37
13
13
34
15
37
30
15
27
48
40
12
25
17
17
45
18
16
22
12
37
29
41
20
26
31
44
30
34
18
14
26
25
24
25
16
24
11
39
43
21
37
31
15
15
15
14
14
36
23
17
51
25
16
11
17
41
2
20
8
11
42
25
29
32
22
38
9
28
6
48
2
34
20
34
18
23
26
16
30
40
26
17
14
5
11
14
24
31
46
24
12
56
21
37
19
19
13
20
6
31
10
19
54
23
31
17
17
16
48
25
20
22
31
22
40
17
43
18
5
14
8
19
13
15
18
29
11
25
8
24
12
22
19
25
33
27
11
6
11
33
33
19
32
8
22
53
17
21
35
48
20
21
32
14
8
38
33
25
19
22
35
16
14
16
35
48
16
30
41
19
23
37
28
37
22
25
18
26
22
17
21
35
41
27
26
17
21
31
37
29
9
12
29
49
16
23
31
13
26
14
15
28
28
8
10
17
27
53
25
12
12
9
46
18
16
27
31
20
31
42
21
25
5
9
47
16
12
22
10
23
34
26
10
11
24
15
10
24
17
25
24
30
12
26
35
2
18
29
29
34
32
49
36
24
22
10
28
30
11
29
29
12
14
44
13
41
34
19
15
17
23
37
35
26
21
6
29
28
22
13
15
24
8
20
2
22
34
43
32
27
16
15
32
38
22
29
36
14
27
33
30
22
23
23
35
25
33
22
27
17
29
15
25
39
2
19
24
24
30
20
20
50
10
13
13
19
15
17
16
46
5
17
21
54
47
43
39
33
18
12
20
33
22
43
17
32
29
30
26
56
15
46
49
16
29
28
17
24
32
29
9
9
9
16
40
18
44
29
38
17
24
10
49
16
34
25
9
22
38
32
11
12
16
26
20
34
25
37
12
32
27
39
13
22
29
32
17
22
26
35
31
9
35
18
13
49
15
51
11
47
12
22
15
22
48
30
21
12
7
12
33
19
18
11
45
3
24
21
13
8
17
36
42
15
13
9
47
21
56
17
27
20
10
49
19
13
18
31
20
31
24
39
27
22
22
9
22
21
59
41
40
26
8
8
12
22
46
25
27
19
17
15
3
9
14
27
19
18
48
22
23
42
13
26
23
28
22
4
21
17
9
21
21
20
14
36
19
14
29
18
28
33
40
20
20
47
36
17
23
13
35
47
39
15
20
11
12
40
13
19
16
26
16
12
32
42
19
28
62
14
33
23
34
17
49
23
10
24
28
17
21
37
26
27
28
32
30
45
10
29
13
9
48
40
11
15
18
3
13
19
16
25
16
29
18
29
43
37
9
13
34
3
13
19
27
3
29
13
17
37
31
32
13
10
11
27
12
15
23
16
22
39
12
31
12
26
20
37
33
14
13
14
22
22
18
21
36
27
12
18
26
45
22
11
17
36
37
28
19
36
16
37
20
38
11
18
52
32
35
38
25
5
16
35
15
37
28
9
16
20
38
20
44
14
34
23
32
45
21
27
40
20
17
21
25
17
21
20
18
30
16
16
22
33
21
32
38
45
28
6
22
11
14
20
16
12
38
18
25
12
19
15
28
30
28
21
24
19
20
44
36
20
13
14
28
22
24
26
41
11
35
13
34
19
44
41
27
23
30
18
26
45
36
17
27
17
34
22
30
30
28
11
1
15
8
23
21
20
44
32
47
22
23
22
18
18
21
45
45
30
21
35
21
36
17
38
17
27
42
11
36
37
8
28
9
23
18
33
21
40
16
14
17
43
23
18
18
29
32
11
23
36
39
34
10
19
14
10
25
13
32
36
40
13
17
22
16
22
11
17
18
37
11
17
45
23
14
27
26
25
13
34
25
21
38
11
23
35
19
34
12
13
28
20
16
21
15
32
27
21
12
21
19
26
26
42
44
24
28
28
10
20
28
40
7
30
13
20
32
20
32
34
55
34
50
9
19
9
21
12
25
24
21
18
4
13
28
13
25
38
28
16
5
12
26
26
16
23
14
13
17
14
16
18
39
40
33
25
50
23
3
25
14
24
29
44
22
28
10
15
5
19
9
18
39
9
16
14
27
1
29
35
14
24
23
35
11
12
20
15
14
50
20
21
21
15
13
14
22
38
11
19
22
19
17
39
19
19
30
40
22
31
3
32
28
16
31
9
25
26
25
16
24
32
34
12
40
13
21
8
16
11
46
43
32
14
18
14
16
8
30
49
29
20
58
12
30
29
15
18
16
35
40
3
16
35
36
41
14
41
4
16
47
41
14
18
11
21
31
12
12
45
26
18
15
34
14
25
32
42
32
20
17
23
39
18
50
34
25
34
17
44
26
16
11
20
15
21
13
36
27
14
15
44
23
17
49
42
44
18
20
23
31
10
18
17
12
16
14
34
29
15
4
39
26
37
48
18
16
23
34
14
46
13
17
10
26
28
27
52
14
47
34
27
25
16
4
10
15
21
54
50
27
9
35
50
21
15
32
13
27
17
16
2
29
10
32
42
19
26
14
24
57
28
18
32
12
34
40
22
15
17
12
33
18
14
14
36
51
20
50
39
31
46
21
47
48
22
15
9
9
12
46
15
40
19
37
19
10
39
28
4
35
15
39
30
14
25
37
35
25
11
23
41
15
19
26
29
11
27
22
23
22
28
12
37
35
21
45
13
9
17
20
33
34
41
28
41
22
25
22
19
14
18
18
45
38
55
22
25
9
23
33
28
44
20
21
19
20
18
16
20
22
18
20
30
22
17
21
41
12
39
19
16
17
36
16
11
15
19
30
8
45
31
47
25
27
38
14
26
44
22
18
16
20
36
20
19
17
13
30
26
21
12
15
33
34
20
12
23
16
24
8
32
35
46
12
14
34
23
20
32
29
15
24
8
36
14
18
45
17
14
34
17
9
36
51
23
20
22
40
12
29
26
24
38
13
16
24
22
49
39
5
27
19
15
12
26
14
27
43
26
11
19
40
14
17
10
14
15
13
35
28
42
12
34
13
23
23
19
15
39
30
46
12
21
31
23
26
17
21
51
29
47
20
46
8
16
40
35
12
43
23
26
20
14
22
19
24
48
25
35
24
12
28
45
21
29
29
30
11
21
29
10
18
28
40
28
37
28
26
40
27
24
13
23
3
35
44
26
10
49
10
7
33
34
14
21
16
24
34
14
15
34
40
34
34
24
34
34
18
25
11
22
18
21
9
29
25
28
30
31
31
32
27
19
16
25
15
19
16
26
29
18
28
18
20
43
16
7
16
37
52
53
16
33
12
20
32
21
29
10
22
15
18
24
27
23
8
11
33
17
17
5
12
11
24
27
31
10
19
25
21
15
17
24
20
23
10
34
24
30
22
22
19
10
30
8
18
17
24
33
46
19
27
19
43
45
31
20
31
19
38
25
29
10
20
18
12
23
29
14
28
29
7
26
4
11
45
29
34
33
37
24
5
12
40
30
39
6
16
15
18
39
14
22
14
13
19
5
23
37
35
24
21
31
31
13
23
50
15
3
35
32
26
27
26
54
29
27
14
48
19
3
30
20
32
36
18
40
17
16
18
27
21
16
41
19
44
27
5
37
35
38
31
18
15
15
37
48
12
22
4
30
22
34
19
20
32
11
24
10
16
27
43
23
19
23
17
35
37
12
32
34
28
9
30
17
45
21
21
35
23
21
45
39
27
43
29
9
23
2
42
9
15
46
45
27
29
27
10
22
31
2
21
13
17
51
27
17
33
22
26
43
20
22
31
15
25
45
28
15
12
4
23
33
17
13
41
17
26
39
19
3
29
19
7
50
31
30
10
9
15
14
16
20
27
29
24
50
12
8
26
34
22
57
20
16
39
17
16
24
24
23
40
24
16
9
11
8
57
39
17
37
7
17
43
30
32
13
34
33
22
24
29
1
28
25
31
29
21
9
26
39
27
24
37
9
8
36
13
38
1
28
20
27
48
39
32
18
25
15
45
45
26
28
19
45
21
29
10
53
7
17
22
24
14
17
11
38
56
13
22
28
24
17
23
18
28
51
44
23
29
49
35
32
27
37
27
15
30
31
25
46
30
14
2
48
33
20
14
19
20
26
15
14
21
22
45
19
23
17
10
49
37
27
48
23
42
25
44
38
18
13
28
18
14
16
17
12
24
20
48
15
14
34
21
46
27
14
21
27
17
23
41
33
12
17
31
38
32
35
39
44
18
27
21
13
14
20
31
20
12
38
25
24
45
29
25
24
20
12
50
31
25
30
25
12
47
50
21
11
25
27
18
24
14
14
34
